ID,survey_time,surv_t,trip_purp,eg_st,eg_mode,eg_tt,eg_tc,b1,b2,b3,b4,b5,ec1,ec2,ec3,ec4,trip_freq,gen_purp,age,gen,occ,month_inc,veh_own_car,veh_own_bike,veh_own_cyc,mrt_pass,bus_av,car_av,leg_av,rick_av,walk_av,bike_av,cng_av,car_dist,car_tt,car_cost,bus_dist,bus_tt,bus_cost,leg_dist,leg_tt,leg_cost,walk_dist,walk_tt,walk_cost,bike_dist,bike_tt,bike_cost,rick_dist,rick_tt,rick_cost,cng_dist,cng_tt,cng_cost
263,2:54:00 PM,3,4,13,7,5,10,0,1,0,0,0,0,0,0,0,5,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.3,5,20,0.9,12,10,1.3,8.5,15,0.9,12,0,1.3,6.1,36,0.9,7,25,1.3,7.1,100
264,2:51:00 PM,3,6,16,7,25,10,1,0,0,0,0,0,0,0,0,6,4,30,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.4,12,51,2.6,21,10,3.4,22.2,22,2.3,31,0,3.4,16,61,2.3,19,50,3.4,18.5,142
265,3:01:00 PM,4,8,16,7,15,10,0,0,0,0,0,0,0,0,0,4,6,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.5,6,23,1.7,23,10,1.5,9.8,15,1.3,18,0,1.5,7.1,38,1.3,11,30,1.5,8.2,100
266,3:04:00 PM,4,4,14,6,15,10,0,1,0,0,0,0,0,1,0,5,4,30,0,4,20,0,0,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,2.8,11,42,2.7,32,10,2.8,18.2,19,2.4,33,0,2.8,13.2,54,2.4,19,55,2.8,15.2,130
267,3:06:00 PM,4,6,16,7,15,35,0,0,0,1,0,0,0,0,0,4,6,30,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,4.3,14,65,3.9,36,10,4.3,28,26.5,3.1,44,0,4.3,20.2,72,3.1,25,65,4.3,23.4,169
268,3:06:00 PM,4,6,10,2,15,35,0,0,0,0,1,0,0,0,0,5,6,30,0,1,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,1,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
269,3:12:00 PM,4,2,14,2,15,35,0,0,0,0,1,0,0,0,0,6,2,20,1,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
270,3:08:00 PM,4,3,11,2,15,35,1,0,0,0,0,0,1,0,0,3,3,40,0,5,60,0,1,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,4.9,13,74,4.6,45,10,4.9,31.9,29.5,4.2,60,0,4.9,23.1,79,4.2,34,80,4.9,26.7,187
271,3:15:00 PM,4,7,16,2,15,35,0,1,0,0,0,0,0,0,0,6,4,40,0,3,30,0,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.5,9,38,1.7,20,10,2.5,16.3,17.5,1.3,18,0,2.5,11.8,50,1.3,11,30,2.5,13.6,130
272,3:48:00 PM,4,6,1,2,15,35,0,0,0,0,0,0,0,0,0,2,6,20,0,1,5,0,0,1,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.1,10,47,2.6,37,10,3.1,20.2,20.5,2.6,37,0,3.1,14.6,57,2.6,21,55,3.1,16.9,133
273,3:56:00 PM,4,1,13,1,5,10,1,0,0,0,0,0,0,0,0,5,1,30,0,5,30,0,0,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
274,3:57:00 PM,4,4,16,2,5,10,0,1,0,0,0,0,0,0,0,6,4,40,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,2.9,10,44,4.4,38,10,2.9,18.9,19.5,2.1,29,0,2.9,13.7,55,2.1,17,50,2.9,15.8,130
275,3:56:00 PM,4,4,15,2,25,75,0,1,0,0,0,0,0,0,0,6,4,40,0,4,30,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,22.1,31,332,21.6,139,55,22.1,144,115.5,20.8,284,0,22.1,104,285,20.8,168,345,22.1,120.2,703
276,3:54:00 PM,4,4,5,1,5,10,0,1,0,0,0,0,0,0,0,4,4,40,0,4,60,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.7,3,11,0.6,9,10,0.7,4.6,10,0.6,9,0,0.7,3.3,28,0.6,5,25,0.7,3.8,100
277,4:03:00 PM,4,7,10,1,15,10,1,0,0,0,0,0,0,0,0,4,4,30,0,4,30,0,1,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,7.5,17,113,11.1,69,25,7.5,48.9,42.5,6.9,95,0,7.5,35.3,110,6.9,56,125,7.5,40.8,265
278,4:02:00 PM,4,4,13,7,5,10,0,1,0,0,0,0,0,0,0,4,4,30,0,4,20,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,18.9,30,284,18,105,45,18.9,123.1,99.5,15.5,214,0,18.9,89,247,15.5,125,260,18.9,102.8,607
279,4:07:00 PM,4,4,13,7,5,10,0,1,0,0,0,0,0,0,0,4,4,30,0,4,20,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,18.9,30,284,18,105,45,18.9,123.1,99.5,15.5,214,0,18.9,89,247,15.5,125,260,18.9,102.8,607
280,4:04:00 PM,4,6,2,2,15,35,1,0,0,0,0,0,0,0,0,3,6,30,1,2,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.7,4,26,1.2,16,10,1.7,11.1,15,1.2,16,0,1.7,8,40,1.2,10,30,1.7,9.2,100
281,4:01:00 PM,4,7,16,7,15,10,0,0,0,0,0,0,0,0,0,6,4,40,0,4,60,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.4,12,51,2.6,21,10,3.4,22.2,22,2.3,31,0,3.4,16,61,2.3,19,50,3.4,18.5,142
282,4:10:00 PM,4,4,4,1,5,10,0,1,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.6,3,9,0.6,8,10,0.6,3.9,10,0.6,8,0,0.6,2.8,27,0.6,5,25,0.6,3.3,100
283,4:12:00 PM,4,7,14,1,15,10,1,0,0,0,1,0,0,0,0,5,2,20,1,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.6,6,24,3.2,27,10,1.6,10.4,15,1.5,21,0,1.6,7.5,39,1.5,12,35,1.6,8.7,100
284,4:12:00 PM,4,2,16,1,5,10,0,1,0,0,0,0,0,0,0,4,4,40,0,4,60,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.4,5,21,0.8,11,10,1.4,9.1,15,0.8,11,0,1.4,6.6,37,0.8,6,25,1.4,7.6,100
285,4:12:00 PM,4,2,14,1,5,10,0,0,0,0,0,0,0,0,0,6,2,20,1,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
286,4:20:00 PM,4,6,13,1,5,10,1,0,0,0,0,0,0,0,0,4,6,30,0,5,30,0,1,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
287,4:22:00 PM,4,6,13,7,15,10,0,0,0,0,0,0,0,0,0,4,6,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,4.3,14,65,3.2,31,10,4.3,28,26.5,2.8,40,0,4.3,20.2,72,2.8,23,60,4.3,23.4,169
288,4:21:00 PM,4,2,10,2,5,10,1,0,0,0,0,0,0,0,0,5,2,30,0,1,20,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.2,5,18,1,15,10,1.2,7.8,15,1,15,0,1.2,5.6,34,1,8,30,1.2,6.5,100
289,4:56:00 PM,4,6,16,7,25,10,0,0,0,1,0,0,0,0,0,4,6,20,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.4,12,51,2.6,21,10,3.4,22.2,22,2.3,31,0,3.4,16,61,2.3,19,50,3.4,18.5,142
290,4:58:00 PM,4,7,14,2,15,35,0,1,0,0,0,0,0,0,0,5,4,30,1,4,30,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,15.2,30,228,15.5,102,40,15.2,99,81,12.5,172,0,15.2,71.5,202,12.5,101,215,15.2,82.7,496
291,5:00:00 PM,5,6,14,1,15,35,0,0,0,0,0,0,0,1,0,4,6,30,1,1,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
292,4:15:00 PM,4,7,8,1,5,10,0,0,0,0,0,0,0,1,0,4,6,20,0,1,5,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,10.2,22,153,12.7,80,30,10.2,66.5,56,6,83,0,10.2,48,142,6,48,110,10.2,55.5,346
293,5:08:00 PM,5,7,16,7,25,10,0,0,0,0,0,0,0,1,0,2,2,30,0,1,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.4,12,51,2.6,21,10,3.4,22.2,22,2.3,31,0,3.4,16,61,2.3,19,50,3.4,18.5,142
294,11:25:00 AM,2,4,16,2,5,35,0,1,0,0,0,0,0,0,0,6,4,30,0,4,30,0,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.4,5,21,0.8,11,10,1.4,9.1,15,0.8,11,0,1.4,6.6,37,0.8,6,25,1.4,7.6,100
295,11:11:00 AM,2,2,7,1,15,10,1,0,0,0,0,0,0,0,0,4,2,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.7,3,11,0.6,8,10,0.7,4.6,10,0.6,8,0,0.7,3.3,28,0.6,5,25,0.7,3.8,100
296,11:06:00 AM,2,4,16,1,5,10,0,1,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.7,4,11,0.5,7,10,0.7,4.6,10,0.5,7,0,0.7,3.3,28,0.5,4,20,0.7,3.8,100
297,11:14:00 AM,2,2,14,1,15,10,1,0,0,0,1,0,0,0,0,5,2,30,0,1,20,0,1,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
298,11:35:00 AM,2,4,12,1,15,10,0,1,0,0,1,0,0,0,0,6,4,30,1,4,20,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.5,9,53,1.1,16,10,3.5,22.8,22.5,1,15,0,3.5,16.5,62,1,8,30,3.5,19,145
299,11:38:00 AM,2,4,13,7,15,10,0,1,0,0,0,0,0,0,0,6,4,20,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,2.9,10,44,2.8,27,10,2.9,18.9,19.5,2.2,31,0,2.9,13.7,55,2.2,18,50,2.9,15.8,130
300,11:41:00 AM,2,2,16,2,15,75,1,0,0,0,1,0,0,1,0,5,2,20,1,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.3,5,20,1.3,21,10,1.3,8.5,15,1.1,15,0,1.3,6.1,36,1.1,9,30,1.3,7.1,100
301,11:29:00 AM,2,2,5,1,5,10,1,0,0,0,0,0,0,1,0,5,2,30,0,1,20,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,4,10,60,2.1,30,10,4,26.1,25,2.1,29,0,4,18.8,68,2.1,17,50,4,21.8,160
302,11:15:00 AM,2,4,14,1,15,10,0,1,0,0,0,0,0,0,0,4,4,30,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
303,11:44:00 AM,2,6,16,2,15,75,0,0,0,0,0,0,1,0,0,5,6,40,1,2,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.3,5,20,1.3,21,10,1.3,8.5,15,1.1,15,0,1.3,6.1,36,1.1,9,30,1.3,7.1,100
304,11:41:00 AM,2,1,5,1,5,10,0,0,0,0,0,0,0,0,0,4,1,40,0,5,60,0,0,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,8.6,17,129,11.5,58,30,8.6,56,48,6.8,94,0,8.6,40.5,123,6.8,55,125,8.6,46.8,298
305,11:52:00 AM,2,2,3,1,5,10,0,0,0,0,0,0,0,0,0,5,2,30,0,4,30,0,0,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
306,11:05:00 AM,2,4,11,2,15,10,0,1,0,0,0,0,0,0,0,6,4,30,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.6,2,9,0.6,8,10,0.6,3.9,10,0.6,8,0,0.6,2.8,27,0.6,5,25,0.6,3.3,100
307,11:55:00 AM,2,8,12,1,5,10,1,0,0,0,0,0,0,0,0,4,1,30,0,5,60,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,17.7,29,266,0,5,10,17.7,115.3,93.5,12.8,175,0,17.7,83.3,232,12.8,103,220,17.7,96.3,571
308,11:25:00 AM,2,6,10,1,5,10,0,0,0,1,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,1,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
309,12:00:00 PM,2,2,11,1,5,10,1,0,0,0,0,0,0,0,0,5,2,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.4,6,36,0.4,5,10,2.4,15.6,17,0.4,5,0,2.4,11.3,49,0.4,3,20,2.4,13.1,130
310,11:15:00 AM,2,6,13,2,15,35,0,0,0,0,1,0,0,0,0,4,4,40,0,3,30,0,1,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.3,5,20,0.9,12,10,1.3,8.5,15,0.9,12,0,1.3,6.1,36,0.9,7,25,1.3,7.1,100
311,12:36:00 PM,2,4,16,1,5,10,0,1,0,0,0,0,0,0,0,6,4,30,1,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.4,5,21,0.8,11,10,1.4,9.1,15,0.8,11,0,1.4,6.6,37,0.8,6,25,1.4,7.6,100
312,12:42:00 PM,2,4,10,1,5,10,0,1,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,1,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
313,11:25:00 AM,2,8,13,1,5,10,0,0,0,0,0,0,0,0,0,3,8,30,0,1,20,0,0,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
314,11:48:00 AM,2,6,11,2,15,35,0,0,0,1,0,0,0,0,0,4,6,30,1,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.2,9,48,0.6,9,10,3.2,20.8,21,0.6,9,0,3.2,15.1,58,0.6,5,25,3.2,17.4,136
315,12:48:00 PM,2,2,11,1,5,10,1,0,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,1,1,7.7,19,116,12.7,88,30,7.7,50.2,43.5,7.1,98,0,7.7,36.2,112,7.1,57,130,7.7,41.9,271
316,11:35:00 AM,2,3,13,1,5,10,0,0,0,1,0,0,0,0,0,4,3,40,1,2,5,0,0,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
317,12:10:00 PM,2,4,11,1,5,10,0,1,0,0,0,0,0,0,0,5,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.2,9,48,0.6,9,10,3.2,20.8,21,0.6,9,0,3.2,15.1,58,0.6,5,25,3.2,17.4,136
318,12:07:00 PM,2,4,5,1,5,10,0,1,0,0,0,0,0,0,0,3,4,40,0,4,30,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,10.1,31,152,10.4,69,25,10.1,65.8,55.5,9.6,133,0,10.1,47.5,141,9.6,78,170,10.1,54.9,343
319,11:55:00 AM,2,2,14,1,5,10,1,0,0,0,0,0,0,0,0,6,2,30,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
320,12:10:00 PM,2,2,14,1,5,10,1,0,0,0,0,0,0,0,0,6,2,30,1,1,20,0,0,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
321,12:03:00 PM,2,3,14,2,5,35,0,0,0,0,1,0,1,0,0,1,3,40,0,5,60,0,0,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,9.5,26,143,9,59,20,9.5,61.9,52.5,8.7,120,0,9.5,44.7,134,8.7,70,155,9.5,51.7,325
322,11:35:00 AM,2,7,8,1,5,10,0,0,0,0,0,0,0,0,0,5,4,30,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,4.6,15,69,4.3,34,10,4.6,30,28,3.9,54,0,4.6,21.7,75,3.9,32,75,4.6,25,178
323,12:24:00 PM,2,1,16,1,5,10,0,0,0,0,1,0,0,0,0,4,1,30,0,5,80,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.4,5,21,0.8,11,10,1.4,9.1,15,0.8,11,0,1.4,6.6,37,0.8,6,25,1.4,7.6,100
324,12:28:00 PM,2,4,12,1,5,10,1,0,0,0,0,0,0,0,0,5,4,30,0,3,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.2,5,33,0.5,8,10,2.2,14.3,16,0.5,8,0,2.2,10.4,46,0.5,4,20,2.2,12,130
325,12:31:00 PM,2,8,13,2,25,75,1,0,0,0,0,1,0,0,0,3,8,30,1,5,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.7,10,41,2,28,10,2.7,17.6,18.5,2,28,0,2.7,12.7,52,2,16,45,2.7,14.7,130
326,12:35:00 PM,2,2,14,1,5,10,1,0,0,0,0,0,0,0,0,6,2,20,0,1,5,0,0,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
327,12:39:00 PM,2,4,10,3,25,150,0,1,0,0,0,0,0,0,0,5,4,30,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,4.5,13,68,5.8,37,15,4.5,29.3,27.5,3.8,53,0,4.5,21.2,74,3.8,31,75,4.5,24.5,175
328,12:48:00 PM,2,1,16,1,5,10,0,1,0,0,0,0,0,1,0,4,4,40,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.4,5,21,0.8,11,10,1.4,9.1,15,0.8,11,0,1.4,6.6,37,0.8,6,25,1.4,7.6,100
329,12:52:00 PM,2,2,16,2,5,35,1,0,0,0,0,0,0,1,0,1,2,20,0,1,5,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,12.3,33,185,13.9,82,35,12.3,80.1,66.5,11.7,162,0,12.3,57.9,168,11.7,95,200,12.3,66.9,409
330,12:57:00 PM,2,7,1,2,15,35,0,0,0,0,0,0,0,0,0,5,6,20,0,1,5,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,13.1,28,197,18.7,145,45,13.1,85.3,70.5,11.7,160,0,13.1,61.7,177,11.7,95,200,13.1,71.3,433
331,1:03:00 PM,3,8,8,1,5,10,0,0,0,1,0,0,0,1,0,6,2,20,1,1,5,1,0,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1.9,7,29,0.3,5,10,1.9,12.4,15,0.3,5,0,1.9,8.9,43,0.3,2,20,1.9,10.3,100
332,1:03:00 PM,3,8,14,2,5,10,0,1,0,0,0,0,0,0,0,4,8,30,1,1,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.5,6,23,1.4,20,10,1.5,9.8,15,1.4,20,0,1.5,7.1,38,1.4,11,35,1.5,8.2,100
333,1:05:00 PM,3,8,13,2,15,35,0,0,1,0,0,0,1,0,0,4,8,30,1,2,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.7,10,41,2,28,10,2.7,17.6,18.5,2,28,0,2.7,12.7,52,2,16,45,2.7,14.7,130
334,1:04:00 PM,3,6,6,1,5,10,0,0,0,0,0,0,0,1,0,2,6,30,0,1,5,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,11.7,30,176,11.6,64,30,11.7,76.2,63.5,11.5,160,0,11.7,55.1,160,11.5,93,200,11.7,63.6,391
335,12:45:00 PM,2,8,11,1,5,10,0,1,0,0,0,0,0,0,0,4,8,30,1,2,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.2,9,48,0.6,9,10,3.2,20.8,21,0.6,9,0,3.2,15.1,58,0.6,5,25,3.2,17.4,136
336,1:08:00 PM,3,4,14,1,5,10,1,0,0,0,0,0,0,0,0,1,5,30,1,4,20,0,1,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
337,1:09:00 PM,3,2,7,1,5,10,1,0,0,0,1,0,0,0,0,6,2,20,0,1,5,0,1,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.7,3,11,0.6,8,10,0.7,4.6,10,0.6,8,0,0.7,3.3,28,0.6,5,25,0.7,3.8,100
338,12:55:00 PM,2,2,14,1,5,10,0,0,0,0,1,0,0,0,0,6,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
339,1:05:00 PM,3,6,12,2,5,10,0,0,0,0,0,0,0,0,0,6,4,30,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.1,5,32,0.5,7,10,2.1,13.7,15.5,0.5,7,0,2.1,9.9,45,0.5,4,20,2.1,11.4,130
340,1:13:00 PM,3,7,5,7,15,10,1,0,0,0,0,0,0,0,0,4,2,30,0,1,20,0,0,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,6.1,21,92,8,43,20,6.1,39.7,35.5,5.5,77,0,6.1,28.7,93,5.5,44,100,6.1,33.2,223
341,1:15:00 PM,3,8,13,2,15,35,0,0,0,1,0,0,0,0,0,4,2,20,1,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.7,10,41,2,28,10,2.7,17.6,18.5,2,28,0,2.7,12.7,52,2,16,45,2.7,14.7,130
342,1:18:00 PM,3,4,10,1,15,10,0,1,0,0,1,0,0,0,0,6,4,30,0,4,30,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.6,7,39,2.8,30,10,2.6,16.9,18,2.5,35,0,2.6,12.2,51,2.5,20,55,2.6,14.1,130
343,1:31:00 PM,3,6,16,1,5,10,1,0,0,0,0,0,1,0,0,3,6,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.4,5,21,0.8,11,10,1.4,9.1,15,0.8,11,0,1.4,6.6,37,0.8,6,25,1.4,7.6,100
344,1:26:00 PM,3,7,5,1,5,10,0,1,0,0,1,0,0,0,0,4,6,30,0,1,20,0,1,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,10.6,29,159,11.8,67,30,10.6,69.1,58,9.8,136,0,10.6,49.9,147,9.8,79,170,10.6,57.7,358
345,1:25:00 PM,3,7,5,1,5,10,0,0,0,0,0,0,0,0,0,2,4,40,0,5,30,0,1,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,1,1,8.1,19,122,12,65,30,8.1,52.8,45.5,7.4,102,0,8.1,38.1,117,7.4,60,135,8.1,44.1,283
346,1:12:00 PM,3,7,13,2,15,35,1,1,0,0,0,0,0,0,0,4,8,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,2.7,8,41,2.7,21,10,2.7,17.6,18.5,2.7,38,0,2.7,12.7,52,2.7,22,60,2.7,14.7,130
347,1:41:00 PM,3,4,9,2,5,35,0,0,0,0,0,0,0,0,0,6,4,30,0,4,60,0,1,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.3,9,50,3.4,36,10,3.3,21.5,21.5,2.6,36,0,3.3,15.5,60,2.6,21,55,3.3,18,139
348,1:45:00 PM,3,2,11,1,5,10,1,0,0,0,0,0,0,0,0,6,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.4,7,36,0.4,5,10,2.4,15.6,17,0.4,5,0,2.4,11.3,49,0.4,3,20,2.4,13.1,130
349,1:54:00 PM,3,2,16,1,15,10,1,0,0,0,0,0,0,0,0,6,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.1,8,32,1.2,16,10,2.1,13.7,15.5,1.2,16,0,2.1,9.9,45,1.2,10,30,2.1,11.4,130
350,1:58:00 PM,3,8,1,2,15,75,1,0,0,0,0,0,0,0,0,4,2,20,1,1,5,0,1,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,4.2,13,63,3.6,50,10,4.2,27.4,26,3.6,50,0,4.2,19.8,70,3.6,29,70,4.2,22.8,166
351,2:00:00 PM,3,2,7,2,15,35,0,0,0,0,1,0,0,0,0,6,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.6,7,24,1.6,22,10,1.6,10.4,15,1.6,22,0,1.6,7.5,39,1.6,13,35,1.6,8.7,100
352,2:33:00 PM,3,4,16,2,5,35,0,1,0,0,0,0,0,0,0,4,4,20,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.3,8,35,1.3,18,10,2.3,15,16.5,1.1,16,0,2.3,10.8,48,1.1,9,30,2.3,12.5,130
